"episode_id";"episode_title";"year";"episode_rating";"episode_votes"
"tt1683842";"She's Not There";"2011";"8,2";"1369"
"tt1683846";"You Smell Like Dinner";"2011";"8,4";"1037"
"tt1683847";"If You Love Me, Why Am I Dyin'?";"2011";"8,2";"960"
"tt1683848";"I'm Alive and on Fire";"2011";"8,1";"911"
"tt1683849";"Me and the Devil";"2011";"8,2";"898"
"tt1683850";"I Wish I Was the Moon";"2011";"8,2";"955"
"tt1683851";"Cold Grey Light of Dawn";"2011";"8,5";"923"
"tt1683852";"Spellbound";"2011";"8,3";"893"
"tt1683853";"Let's Get Out of Here";"2011";"8,0";"868"
"tt1683843";"Burning Down the House";"2011";"8,1";"881"
"tt1683844";"Soul of Fire";"2011";"8,3";"922"
"tt1683845";"And When I Die";"2011";"8,5";"1123"
"tt2139373";"Turn! Turn! Turn!";"2012";"8,3";"1491"
"tt2170049";"Authority Always Wins";"2012";"7,9";"985"
"tt2170051";"Whatever I Am, You Made Me";"2012";"7,9";"957"
"tt2171651";"We'll Meet Again";"2012";"7,9";"875"
"tt2210071";"Let's Boot and Rally";"2012";"8,1";"911"
"tt2210073";"Hopeless";"2012";"8,0";"890"
"tt2287273";"In the Beginning";"2012";"7,7";"878"
"tt2318207";"Somebody That I Used to Know";"2012";"7,8";"827"
"tt2343291";"Everybody Wants to Rule the World";"2012";"8,0";"858"
"tt2187552";"Gone, Gone, Gone";"2012";"7,9";"813"
"tt2187554";"Sunset";"2012";"8,2";"766"
"tt2187556";"Save Yourself";"2012";"8,5";"1188"
"tt2288524";"Who Are You, Really?";"2013";"8,1";"1306"
"tt2629662";"The Sun";"2013";"8,0";"915"
"tt2677194";"You're No Good";"2013";"7,9";"834"
"tt2758746";"At Last";"2013";"8,4";"884"
"tt2762770";"Fuck the Pain Away";"2013";"8,3";"872"
"tt2806510";"Don't You Feel Me";"2013";"8,4";"834"
"tt2821664";"In the Evening";"2013";"8,0";"789"
"tt2821634";"Dead Meat";"2013";"7,8";"776"
"tt2821726";"Life Matters";"2013";"8,1";"993"
"tt2821620";"Radioactive";"2013";"7,4";"1070"
"tt3058984";"Jesus Gonna Be Here";"2014";"7,2";"1134"
"tt3362366";"I Found You";"2014";"7,0";"878"
"tt3500612";"Fire in the Hole";"2014";"7,3";"813"
"tt3500614";"Death Is Not the End";"2014";"8,0";"858"
"tt3500616";"Lost Cause";"2014";"7,5";"795"
"tt3500622";"Karma";"2014";"7,7";"737"
"tt3500620";"May Be the Last Time";"2014";"7,1";"716"
"tt3500626";"Almost Home";"2014";"7,1";"688"
"tt3500624";"Love Is to Die";"2014";"7,1";"734"
"tt3500630";"Thank You";"2014";"5,1";"1839"
"tt4381070";"Pilot";"2016";"8,2";"1538"
"tt4600900";"Yesterday Once More";"2016";"8,1";"828"
"tt4307670";"Whispered Secrets";"2016";"7,9";"632"
"tt4386608";"The Racket";"2016";"7,8";"571"
"tt4699452";"He in Racist Fire";"2016";"8,0";"505"
"tt4699472";"Cyclone";"2016";"8,3";"537"
"tt4699454";"The King and I";"2016";"8,1";"443"
"tt4653534";"E.A.B.";"2016";"8,3";"428"
"tt4957478";"Rock and Roll Queen";"2016";"8,2";"427"
"tt4957484";"Alibi";"2016";"8,6";"492"
"tt5478644";"Episode #2.1";"2017";"N/A";"N/A"
"tt4766572";"Somebody's Dead";"2017";"8,3";"1545"
"tt4817386";"Serious Mothering";"2017";"8,4";"1263"
"tt4959736";"Living the Dream";"2017";"8,6";"1092"
"tt4959740";"Push Comes to Shove";"2017";"8,5";"1059"
"tt4959742";"Once Bitten";"2017";"9,0";"1064"
"tt5251466";"Burning Love";"2017";"8,8";"959"
"tt5251470";"You Get What You Need";"2017";"9,6";"2128"
"tt4897554";"Episode #1.1";"2016";"8,1";"970"
"tt4897556";"Episode #1.2";"2016";"N/A";"N/A"
"tt4897560";"Episode #1.3";"2016";"8,1";"637"
"tt4897562";"Episode #1.4";"2016";"8,1";"594"
"tt4897564";"Episode #1.5";"2016";"8,7";"587"
"tt4897566";"Episode #1.6";"2016";"N/A";"N/A"
"tt4897572";"Episode #1.7";"2016";"8,0";"459"
"tt4897574";"Episode #1.8";"2016";"8,7";"476"
"tt5980380";"Episode #1.9";"2016";"N/A";"N/A"
"tt5980392";"Episode #1.10";"2016";"8,8";"550"
"tt3221734";"The Beach";"2016";"9,2";"4056"
"tt4071596";"Subtle Beast";"2016";"8,5";"2457"
"tt4088556";"A Dark Crate";"2016";"8,7";"2162"
"tt4136788";"The Art of War";"2016";"8,9";"1771"
"tt4194636";"The Season of the Witch";"2016";"8,8";"1947"
"tt4541830";"Samson and Delilah";"2016";"8,5";"1596"
"tt4541832";"Ordinary Death";"2016";"9,1";"2060"
"tt3959996";"The Call of the Wild";"2016";"9,2";"2653"
"tt3975168";"Episode #1.1";"2015";"8,1";"295"
"tt3975170";"Episode #1.2";"2015";"8,6";"151"
"tt3975178";"Episode #1.3";"2015";"8,4";"141"
"tt3975182";"Episode #1.4";"2015";"8,4";"153"
"tt3975190";"Episode #1.5";"2015";"8,5";"161"
"tt3975192";"Episode #1.6";"2015";"9,0";"205"
"tt3784250";"Episode #1.1";"2015";"7,0";"121"
"tt3784360";"Episode #1.2";"2015";"7,5";"55"
"tt3784364";"Episode #1.3";"2015";"7,4";"106"
"tt3042572";"Pharmacy";"2014";"8,4";"421"
"tt3042578";"Incoming Tide";"2014";"8,7";"299"
"tt3042584";"A Different Road";"2014";"8,7";"164"
"tt3042586";"Security";"2014";"8,9";"266"
"tt2055303";"Episode #1.1";"2012";"7,7";"241"
"tt2209291";"Episode #1.2";"2012";"7,8";"187"
"tt2209293";"Episode #1.3";"2012";"7,7";"160"
"tt2156101";"Episode #1.4";"2012";"7,9";"147"
"tt1670077";"Part One";"2011";"7,7";"283"
"tt1679750";"Part Two";"2011";"8,0";"254"
"tt1687054";"Part Three";"2011";"7,8";"214"
"tt1688565";NA;NA;NA;NA
"tt1688566";"Part Five";"2011";"7,9";"214"
"tt1576600";"Guadalcanal/Leckie";"2010";"8,0";"1425"
"tt1576598";"Basilone";"2010";"8,2";"1141"
"tt1576603";"Melbourne";"2010";"7,4";"1151"
"tt1576599";"Gloucester/Pavuvu/Banika";"2010";"7,7";"849"
"tt1576607";"Peleliu Landing";"2010";"8,2";"912"
"tt1576605";"Peleliu Airfield";"2010";"8,4";"796"
"tt1576606";"Peleliu Hills";"2010";"8,4";"881"
"tt1576602";"Iwo Jima";"2010";"8,0";"809"
"tt1576604";"Okinawa";"2010";"8,7";"797"
"tt1576601";"Home";"2010";"8,2";"722"
"tt1247751";"Get Some";"2008";"8,2";"563"
"tt1247752";"The Cradle of Civilization";"2008";"8,3";"447"
"tt1247753";"Screwby";"2008";"8,5";"326"
"tt1247754";"Combat Jack";"2008";"8,5";"321"
"tt1247755";"A Burning Dog";"2008";"8,8";"407"
"tt1247756";"Stay Frosty";"2008";"8,7";"330"
"tt1247757";"Bomb in the Garden";"2008";"8,9";"350"
"tt1272225";"Episode #1.2";"2008";"7,6";"95"
"tt1273997";"Episode #1.3";"2008";"7,6";"83"
"tt1257755";"Independence";"2008";"8,7";"322"
"tt1257492";"Don't Tread on Me";"2008";"7,9";"282"
"tt1260630";"Reunion";"2008";"8,3";"270"
"tt1260631";"Unite or Die";"2008";"8,2";"287"
"tt1254529";"Unnecessary War";"2008";"8,2";"195"
"tt1260983";"Peacefield";"2008";"8,7";"243"
"tt1606936";"Day One";"2007";"6,9";"44"
"tt1622145";"Day Thirty Three";"2007";"6,9";"31"
"tt1550397";"Day 2";"2010";"7,2";"20"
"tt5712890";"Episode #1.1";"2005";"N/A";"N/A"
"tt5713026";"Episode #1.2";"2005";"N/A";"N/A"
"tt1037264";"Part 1 Millennium Approaches";"2003";"8,5";"322"
"tt1038222";"Part 2 Perestroika";"2003";"8,6";"227"
"tt5808352";"Chapter Three: The Messenger";"2003";"N/A";"N/A"
"tt5811446";"Stop Moving!";"2003";"7,5";"14"
"tt5811488";"Beyond Nelly";"2003";"7,6";"14"
"tt5811526";"Heaven, I'm in Heaven";"2003";"7,8";"14"
"tt1245384";"Currahee";"2001";"8,7";"3901"
"tt1247465";"Day of Days";"2001";"9,2";"3167"
"tt1247463";"Carentan";"2001";"8,9";"3150"
"tt1247467";"Replacements";"2001";"9,0";"2476"
"tt1247464";"Crossroads";"2001";"8,7";"2958"
"tt1247462";"Bastogne";"2001";"9,3";"2712"
"tt1247468";"The Breaking Point";"2001";"9,2";"3095"
"tt1247469";"The Last Patrol";"2001";"9,0";"1820"
"tt1247470";"Why We Fight";"2001";"9,5";"2554"
"tt1247466";"Points";"2001";"9,3";"2064"
"tt1250378";"DeAndre's Blues";"2000";"8,5";"60"
"tt1250379";"Dope Fiend Blues";"2000";"8,5";"53"
"tt1589921";"Days Gone Bye";"2010";"9,2";"15474"
"tt1628064";"Guts";"2010";"8,7";"9459"
"tt1628065";"Tell It to the Frogs";"2010";"8,3";"8633"
"tt1628066";"Vatos";"2010";"8,6";"8458"
"tt1628067";"Wildfire";"2010";"8,3";"8044"
"tt1628068";"TS-19";"2010";"8,7";"8849"
"tt1790548";"What Lies Ahead";"2011";"8,6";"8197"
"tt1804266";"Bloodletting";"2011";"8,1";"6689"
"tt1804267";"Save the Last One";"2011";"8,4";"7106"
"tt1804268";"Cherokee Rose";"2011";"7,7";"7045"
"tt1804269";"Chupacabra";"2011";"8,2";"7075"
"tt1804270";"Secrets";"2011";"7,8";"6872"
"tt1804271";"Pretty Much Dead Already";"2011";"9,2";"10459"
"tt1804272";"Nebraska";"2012";"8,3";"6951"
"tt1804273";"Triggerfinger";"2012";"8,4";"6007"
"tt1804262";"18 Miles Out";"2012";"8,6";"6226"
"tt1804263";"Judge, Jury, Executioner";"2012";"8,6";"6334"
"tt1804264";"Better Angels";"2012";"9,1";"8370"
"tt1804265";"Beside the Dying Fire";"2012";"9,2";"9820"
"tt2107527";"Seed";"2012";"8,9";"9009"
"tt2253598";"Sick";"2012";"8,7";"7213"
"tt2253600";"Walk with Me";"2012";"8,3";"6743"
"tt2253602";"Killer Within";"2012";"9,3";"9757"
"tt2253610";"Say the Word";"2012";"8,3";"6373"
"tt2253604";"Hounded";"2012";"8,4";"5908"
"tt2253606";"When the Dead Come Knocking";"2012";"8,7";"6091"
"tt2253608";"Made to Suffer";"2012";"9,0";"6761"
"tt2269550";"The Suicide King";"2013";"8,2";"6503"
"tt2401094";"Home";"2013";"8,8";"6719"
"tt2521154";"I Ain't a Judas";"2013";"7,9";"5996"
"tt2521158";"Clear";"2013";"8,8";"7335"
"tt2521162";"Arrow on the Doorpost";"2013";"7,8";"6529"
"tt2521168";"Prey";"2013";"8,0";"6039"
"tt2521172";"This Sorrowful Life";"2013";"9,0";"6521"
"tt2521182";"Welcome to the Tombs";"2013";"8,2";"7311"
"tt2795750";"30 Days Without an Accident";"2013";"8,3";"8599"
"tt2931446";"Infected";"2013";"8,5";"6363"
"tt2948632";"Isolation";"2013";"8,2";"5817"
"tt2948628";"Indifference";"2013";"8,1";"6449"
"tt2948636";"Internment";"2013";"9,0";"7154"
"tt2948630";"Live Bait";"2013";"7,9";"6211"
"tt2948634";"Dead Weight";"2013";"7,9";"6624"
"tt2948638";"Too Far Gone";"2013";"9,6";"17893"
"tt3316798";"After";"2014";"8,2";"6764"
"tt3260594";"Inmates";"2014";"8,3";"6763"
"tt3316794";"Claimed";"2014";"8,3";"6514"
"tt3259044";"Still";"2014";"7,2";"8516"
"tt3316796";"Alone";"2014";"8,1";"6718"
"tt3316800";"The Grove";"2014";"9,2";"10596"
"tt3260610";"Us";"2014";"8,6";"6506"
"tt3260612";"A";"2014";"9,2";"9471"
"tt3297776";"No Sanctuary";"2014";"9,6";"19758"
"tt3646000";"Strangers";"2014";"8,6";"8369"
"tt3689244";"Four Walls and a Roof";"2014";"9,1";"8765"
"tt3712494";"Slabtown";"2014";"7,7";"8254"
"tt3714480";"Self Help";"2014";"8,1";"6410"
"tt3714484";"Consumed";"2014";"8,2";"6183"
"tt3714490";"Crossed";"2014";"8,1";"6336"
"tt3714498";"Coda";"2014";"8,8";"9066"
"tt3853912";"What Happened and What's Going On";"2015";"8,0";"8415"
"tt3853914";"Them";"2015";"7,6";"6838"
"tt3853916";"The Distance";"2015";"8,6";"6758"
"tt3853920";"Remember";"2015";"8,8";"6185"
"tt3853922";"Forget";"2015";"8,1";"5393"
"tt3853924";"Spend";"2015";"9,0";"7937"
"tt3853926";"Try";"2015";"8,6";"6529"
"tt3853928";"Conquer";"2015";"9,3";"11246"
"tt4211958";"First Time Again";"2015";"8,8";"10846"
"tt4452400";"JSS";"2015";"9,4";"9418"
"tt4719614";"Thank You";"2015";"9,3";"11457"
"tt4719620";"Here's Not Here";"2015";"8,3";"9484"
"tt4719650";"Now";"2015";"7,4";"6851"
"tt4719674";"Always Accountable";"2015";"7,8";"6327"
"tt4323856";"Heads Up";"2015";"8,3";"6182"
"tt4589566";"Start to Finish";"2015";"8,1";"6881"
"tt4575388";"No Way Out";"2016";"9,7";"20197"
"tt4776068";"The Next World";"2016";"8,5";"7038"
"tt4776070";"Knots Untie";"2016";"8,4";"5840"
"tt4776072";"Not Tomorrow Yet";"2016";"9,0";"7643"
"tt4776078";"The Same Boat";"2016";"8,8";"6465"
"tt4776082";"Twice as Far";"2016";"8,2";"5927"
"tt4776088";"East";"2016";"8,0";"5893"
"tt4589574";"Last Day on Earth";"2016";"6,2";"22806"
"tt5164772";"The Day Will Come When You Won't Be";"2016";"9,1";"30737"
"tt5207722";"The Well";"2016";"7,3";"8844"
"tt5207726";"The Cell";"2016";"7,6";"7473"
"tt5207730";"Service";"2016";"7,7";"7116"
"tt5207732";"Go Getters";"2016";"6,9";"6490"
"tt5207734";"Swear";"2016";"5,7";"8786"
"tt5207738";"Sing Me a Song";"2016";"8,1";"6361"
"tt5207740";"Hearts Still Beating";"2016";"8,8";"7719"
"tt5207746";"Rock in the Road";"2017";"8,2";"5619"
"tt5207750";"New Best Friends";"2017";"7,5";"4923"
"tt5207754";"Hostiles and Calamities";"2017";"7,4";"4878"
"tt5207756";"Episode #7.12";"2017";"N/A";"N/A"
"tt5207758";"Bury Me Here";"2017";"7,7";"4943"
"tt5207764";"The Other Side";"2017";"6,6";"4604"
"tt5207766";"Something They Need";"2017";"7,8";"4039"
"tt5207772";"The First Day of the Rest of Your Life";"2017";"7,6";"8501"
"tt6156390";"Episode #8.1";"2017";"N/A";"N/A"
"tt3381666";"Pilot";"2014";"8,5";"498"
"tt3374504";"Who by Fire";"2014";"8,5";"336"
"tt3413554";"Of Cabbages and Kings";"2014";"8,6";"205"
"tt3484378";"Eternity How Long";"2014";"8,5";"263"
"tt3512502";"Epiphany";"2014";"8,7";"218"
"tt3499014";"Mr. Culpeper";"2014";"8,8";"174"
"tt3561192";"Mercy Moment Murder Measure";"2014";"8,7";"197"
"tt3564596";"Challenge";"2014";"8,7";"226"
"tt3634906";"Against Thy Neighbor";"2014";"8,7";"256"
"tt3638552";"The Battle of Setauket";"2014";"9,1";"245"
"tt3825352";"Thoughts of a Free Man";"2015";"9,0";"257"
"tt4120336";"Hard Boiled";"2015";"9,4";"122"
"tt4196132";"False Flag";"2015";"9,0";"218"
"tt4222214";"Men of Blood";"2015";"9,3";"141"
"tt4191692";"Episode #2.5";"2015";"N/A";"N/A"
"tt4214514";"Houses Divided";"2015";"9,8";"8"
"tt4354898";"Valley Forge";"2015";"9,0";"226"
"tt4296130";"Providence";"2015";"8,8";"119"
"tt4415442";"The Prodigal";"2015";"9,0";"186"
"tt4415444";"Gunpowder, Treason and Plot";"2015";"9,3";"269"
"tt4909774";"Valediction";"2016";"9,2";"130"
"tt5349114";"Cold Murdering Bastards";"2016";"9,2";"193"
"tt5373912";"Benediction";"2016";"9,2";"37"
"tt5450048";"Hearts and Minds";"2016";"9,1";"188"
"tt5264266";"Hypocrisy, Fraud, and Tyranny";"2016";"9,7";"14"
"tt5326034";"Many Mickles Make a Muckle";"2016";"9,2";"184"
"tt5462314";"Judgment";"2016";"9,3";"189"
"tt5378538";"Mended";"2016";"9,1";"167"
"tt5459718";"Blade on the Feather";"2016";"9,5";"192"
"tt5461410";"Trial and Execution";"2016";"9,6";"225"
"tt6093018";"Episode #4.1";"2017";"N/A";"N/A"
"tt6137686";"Episode #4.3";"2017";"N/A";"N/A"
"tt3168442";"I/O";"2014";"8,1";"762"
"tt3370408";"FUD";"2014";"8,1";"514"
"tt3438496";"High Plains Hardware";"2014";"7,7";"420"
"tt3464414";"Close to the Metal";"2014";"8,3";"391"
"tt3499556";"Adventure";"2014";"8,3";"427"
"tt3517700";"Landfall";"2014";"8,3";"364"
"tt3549020";"Giant";"2014";"7,9";"422"
"tt3566354";"The 214s";"2014";"8,9";"409"
"tt3566360";"Up Helly Aa";"2014";"9,0";"426"
"tt3566368";"1984";"2014";"8,2";"415"
"tt3972584";"SETI";"2015";"8,2";"303"
"tt4364332";"New Coke";"2015";"8,0";"293"
"tt4364336";"The Way In";"2015";"8,4";"239"
"tt4422412";"Play with Friends";"2015";"8,5";"229"
"tt4437720";"Extract and Defend";"2015";"8,4";"219"
"tt4508160";"10Broad36";"2015";"8,5";"256"
"tt4537868";"Working for the Clampdown";"2015";"8,6";"200"
"tt4568616";"Limbo";"2015";"8,6";"257"
"tt4569076";"Kali";"2015";"8,7";"215"
"tt4436098";"Heaven Is a Place";"2015";"8,8";"257"
"tt5098994";"Valley of the Heart's Delight";"2016";"8,0";"228"
"tt5539282";"One Way or Another";"2016";"8,6";"96"
"tt5539292";"Flipping the Switch";"2016";"8,1";"188"
"tt5539294";"Rules of Honorable Play";"2016";"7,9";"179"
"tt5640498";"Yerba Buena";"2016";"8,0";"181"
"tt5640508";"And She Was";"2016";"8,9";"31"
"tt5640738";"The Threshold";"2016";"9,1";"249"
"tt5707496";"You Are Not Safe";"2016";"9,0";"265"
"tt5707510";"NIM";"2016";"8,7";"213"
"tt5707526";"NeXT";"2016";"8,8";"207"
"tt3464768";"Uno";"2015";"8,7";"9442"
"tt3857028";"Mijo";"2015";"9,1";"8628"
"tt3858672";"Nacho";"2015";"9,0";"6947"
"tt3864892";"Hero";"2015";"8,7";"5947"
"tt3876380";"Alpine Shepherd Boy";"2015";"8,3";"5384"
"tt3866650";"Five-O";"2015";"9,5";"9217"
"tt3884286";"Bingo";"2015";"8,9";"5091"
"tt3895284";"RICO";"2015";"8,9";"4887"
"tt3895286";"Pimento";"2015";"9,5";"6680"
"tt3895288";"Marco";"2015";"8,8";"5252"
"tt3824148";"Switch";"2016";"8,5";"3970"
"tt4462674";"Cobbler";"2016";"8,7";"3316"
"tt4462676";"Amarillo";"2016";"8,5";"3013"
"tt4462678";"Gloves Off";"2016";"9,1";"3309"
"tt4462682";"Rebecca";"2016";"8,2";"2837"
"tt4462680";"Bali Ha'i";"2016";"8,6";"2716"
"tt4462684";"Inflatable";"2016";"8,6";"2676"
"tt4462686";"Fifi";"2016";"8,6";"2687"
"tt4462688";"Nailed";"2016";"9,5";"3952"
"tt4462690";"Klick";"2016";"9,1";"3271"
"tt5554490";"Mabel";"2017";"8,4";"2555"
"tt5579594";"Witness";"2017";"9,2";"2521"
"tt5719532";"Sunk Costs";"2017";"8,7";"2238"
"tt5719534";"Sabrosito";"2017";"9,1";"2584"
"tt5719536";"Chicanery";"2017";"9,8";"5022"
"tt5719540";"Off Brand";"2017";"8,9";"1554"
"tt5719542";"Expenses";"2017";"9,7";"143"
"tt5719546";"Slip";"2017";"8,8";"1608"
"tt5719544";"Fall";"2017";"9,1";"1392"
"tt5570804";"Lantern";"2017";"9,3";"2255"
"tt4417020";"Pilot";"2015";"7,6";"5931"
"tt4559272";"So Close, Yet So Far";"2015";"7,8";"4534"
"tt4559274";"The Dog";"2015";"7,9";"3789"
"tt4559276";"Not Fade Away";"2015";"7,4";"3439"
"tt4559278";"Cobalt";"2015";"7,6";"3135"
"tt4549106";"The Good Man";"2015";"8,5";"3999"
"tt4549108";"Monster";"2016";"7,1";"2981"
"tt4897130";"We All Fall Down";"2016";"7,4";"2341"
"tt5218334";"Ouroboros";"2016";"7,9";"2262"
"tt5218358";"Blood in the Streets";"2016";"7,7";"2235"
"tt5218374";"Captive";"2016";"7,6";"1906"
"tt5218388";"Sicut Cervus";"2016";"7,4";"1793"
"tt5218406";"Shiva";"2016";"6,7";"2014"
"tt5218418";"Grotesque";"2016";"6,7";"1881"
"tt5218430";"Los Muertos";"2016";"7,2";"1442"
"tt5218442";"Do Not Disturb";"2016";"7,8";"1436"
"tt5218450";"Pablo & Jessica";"2016";"7,5";"1301"
"tt5218460";"Pillar of Salt";"2016";"7,2";"1204"
"tt5218470";"Date of Death";"2016";"7,3";"1087"
"tt5218476";"Wrath";"2016";"8,1";"1537"
"tt4959800";"North";"2016";"7,8";"1415"
"tt5646582";"Eye of the Beholder";"2017";"8,5";"941"
"tt6082748";"The New Frontier";"2017";"8,2";"378"
"tt6082752";"Teotwawki";"2017";"N/A";"N/A"
"tt6082756";"100";"2017";"N/A";"N/A"
"tt6094030";"Episode #3.5";"2017";"N/A";"N/A"
"tt6094034";"Episode #3.6";"2017";"N/A";"N/A"
"tt6094038";"Episode #3.7";"2017";"N/A";"N/A"
"tt4228740";"Chapter I: The Fort";"2015";"8,3";"1099"
"tt4259764";"Chapter II: Fist Like a Bullet";"2015";"8,5";"869"
"tt4259770";"Chapter III: White Stork Spreads Wings";"2015";"8,2";"728"
"tt4259768";"Chapter IV: Two Tigers Subdue Dragons";"2015";"8,4";"678"
"tt4259788";"Snake Creeps Down";"2015";"8,6";"382"
"tt4259790";"Chapter VI: Hand of Five Poisons";"2015";"8,8";"787"
"tt5543760";"Episode #2.1";"2017";"N/A";"N/A"
"tt5982130";"Chapter VIII: Force of Eagle's Claw";"2017";"8,4";"348"
"tt6080216";"Chapter IX: Red Sun, Silver Moon";"2017";"8,3";"285"
"tt6131028";"Chapter X: Palm of the Iron Fox";"2017";"8,9";"328"
"tt6118712";"Chapter XI: Monkey Leaps Through Mist";"2017";"8,2";"269"
"tt6131030";"Chapter XII: Leopard Stalks in Snow";"2017";"8,8";"258"
"tt6131032";"Chapter XIII: Black Heart, White Mountain";"2017";"8,3";"193"
"tt6131034";"Chapter XIV: Sting of the Scorpion's Tail";"2017";"8,9";"98"
"tt6131038";"Chapter XV: Nightingale Sings No More";"2017";"9,0";"162"
"tt5543764";"Chapter XVI: Wolf's Breath, Dragon Fire";"2017";"N/A";"N/A"
"tt5236114";"See";"2016";"8,4";"1996"
"tt5236116";"The Possibilities";"2016";"8,0";"1568"
"tt5236118";"Monster Swamp";"2016";"7,9";"1421"
"tt5236124";"South Will Rise Again";"2016";"8,2";"1391"
"tt5236130";"Sundowner";"2016";"9,1";"1699"
"tt5236134";"He Gone";"2016";"8,2";"1223"
"tt5236136";"El Valero";"2016";"8,0";"1162"
"tt5236140";"Finish the Song";"2016";"8,6";"1295"
"tt5236142";"Call and Response";"2016";"8,8";"1440"
"tt5846038";"On the Road";"2017";"N/A";"N/A"
"tt5879524";"Mumbai Sky Tower";"2017";"N/A";"N/A"
"tt5936958";"Episode #2.7";"2017";"N/A";"N/A"
"tt5853500";"Episode #2.13";"2017";"N/A";"N/A"
"tt5541044";"First Son of Texas";"2017";"7,6";"185"
"tt5924300";"The Plum Tree";"2017";"7,7";"159"
"tt5924306";"Second Empire";"2017";"7,8";"117"
"tt5980386";"Death Song";"2017";"8,5";"90"
"tt5980388";"No Prisoners";"2017";"8,3";"109"
"tt6184940";"The Buffalo Hunter";"2017";"N/A";"N/A"
"tt6185044";"Marriage Bond";"2017";"7,3";"42"
"tt6166012";"Honey Hunt";"2017";"7,4";"31"
"tt6590564";"The Prophecy";"2017";"7,4";"18"
"tt6590572";"Scalps";"2017";"N/A";"N/A"
"tt1441008";"Episode 2: Harmony";"2009";"6,6";"193"
"tt1472414";"Episode 3: Anvil";"2009";"6,6";"164"
"tt1472415";"Episode 4: Darling";"2009";"6,6";"155"
"tt1472416";"Episode 5: Schizoid";"2009";"6,5";"147"
"tt1472417";"Episode 6: Checkmate";"2009";"6,5";"151"
"tt4426876";"Episode #1.1";"2016";"8,1";"1278"
"tt4426890";"Episode #1.2";"2016";"8,3";"966"
"tt4426894";"Episode #1.3";"2016";"8,1";"1128"
"tt4426898";"Episode #1.4";"2016";"8,3";"1176"
"tt4426900";"Episode #1.5";"2016";"8,6";"1181"
"tt4426880";"Episode #1.6";"2016";"8,6";"540"
"tt1059578";"Smoke Gets in Your Eyes";"2007";"8,2";"2427"
"tt1049715";"Ladies Room";"2007";"7,6";"1773"
"tt1049716";"Marriage of Figaro";"2007";"7,7";"1432"
"tt1040713";"New Amsterdam";"2007";"8,0";"1280"
"tt1097127";"5G";"2007";"8,2";"1224"
"tt1042049";"Babylon";"2007";"8,0";"1257"
"tt1050979";"Red in the Face";"2007";"8,1";"1163"
"tt1097128";"The Hobo Code";"2007";"8,4";"1218"
"tt1097298";"Shoot";"2007";"8,3";"1153"
"tt1094472";"Long Weekend";"2007";"8,3";"1148"
"tt1108366";"Indian Summer";"2007";"8,2";"1072"
"tt1102103";"Nixon vs. Kennedy";"2007";"9,0";"1335"
"tt1105057";"The Wheel";"2007";"9,0";"1500"
"tt1118051";"For Those Who Think Young";"2008";"7,9";"1006"
"tt1118056";"Flight 1";"2008";"8,0";"962"
"tt1118057";"The Benefactor";"2008";"8,0";"965"
"tt1118058";"Three Sundays";"2008";"8,2";"860"
"tt1118059";"The New Girl";"2008";"8,4";"996"
"tt1118060";"Maidenform";"2008";"8,1";"937"
"tt1118061";"The Gold Violin";"2008";"8,5";"951"
"tt1118062";"A Night to Remember";"2008";"8,4";"935"
"tt1118063";"Six Month Leave";"2008";"8,5";"1014"
"tt1118052";"The Inheritance";"2008";"8,1";"911"
"tt1118053";"The Jet Set";"2008";"8,4";"1058"
"tt1118054";"The Mountain King";"2008";"8,6";"872"
"tt1118055";"Meditations in an Emergency";"2008";"9,0";"1120"
"tt1439792";"Out of Town";"2009";"8,3";"1109"
"tt1449612";"Love Among the Ruins";"2009";"8,0";"866"
"tt1484415";"My Old Kentucky Home";"2009";"8,2";"1005"
"tt1484416";"The Arrangements";"2009";"8,2";"986"
"tt1484417";"The Fog";"2009";"8,1";"863"
"tt1484435";"Guy Walks Into an Advertising Agency";"2009";"9,1";"1263"
"tt1472778";"Seven Twenty Three";"2009";"8,5";"907"
"tt1484662";"Souvenir";"2009";"8,1";"872"
"tt1484663";"Wee Small Hours";"2009";"8,3";"823"
"tt1484249";"The Color Blue";"2009";"8,4";"853"
"tt1484250";"The Gypsy and the Hobo";"2009";"9,2";"1307"
"tt1484251";"The Grown-Ups";"2009";"8,9";"1028"
"tt1484414";"Shut the Door. Have a Seat";"2009";"9,6";"1843"
"tt1615656";"Public Relations";"2010";"8,7";"1047"
"tt1615661";"Christmas Comes But Once a Year";"2010";"8,3";"874"
"tt1615662";"The Good News";"2010";"8,7";"947"
"tt1615663";"The Rejected";"2010";"8,4";"767"
"tt1615664";"The Chrysanthemum and the Sword";"2010";"8,7";"912"
"tt1615665";"Waldorf Stories";"2010";"8,6";"853"
"tt1615666";"The Suitcase";"2010";"9,7";"2345"
"tt1615667";"The Summer Man";"2010";"8,7";"1025"
"tt1615668";"The Beautiful Girls";"2010";"8,8";"930"
"tt1615657";"Hands and Knees";"2010";"8,8";"771"
"tt1615658";"Chinese Wall";"2010";"8,5";"815"
"tt1615659";"Blowing Smoke";"2010";"8,9";"1046"
"tt1615660";"Tomorrowland";"2010";"9,0";"1096"
"tt2048448";"A Little Kiss, Part 1";"2012";"8,6";"1153"
"tt2049168";"A Little Kiss, Part 2";"2012";"8,6";"1096"
"tt2049169";"Tea Leaves";"2012";"8,0";"938"
